traits	h2	h2_z
401.1	0.140327032535922	21.038133235522
244.5	0.0946541354631646	8.80142553949103
318	0.0678796863414273	8.37031327293902
735.3	0.0623326834135741	7.44737626932942
411.4	0.0594471057556799	10.5235329837852
427.2	0.0560783065844288	7.32129738887622
454.1	0.0540777497020055	7.06377502039243
278.1	0.0487358276504412	11.4538032321507
250.2	0.0458349264348473	6.90816102917113
550.1	0.0446794640330009	7.51233464342957
530.11	0.0367848505889258	9.29172532890552
296.22	0.0314372639515376	8.25819281239658
519.8	0.0312069979880718	7.89800273773618
562.1	0.0278495153336961	7.32589342375077
763	0.0242210767956351	6.48320916203611
PASS_AtrialFibrillation_Nielsen2018	0.0219478418417824	20.2468650268964
PASS_IBD_deLange2017	0.293571873338428	15.0532417931432
PASS_IschemicStroke_Malik2018	0.0143078884815136	11.6337090527901
PASS_MDD_Howard2019	0.0855815277402559	32.5088497024255
PASS_Neuroticism_Nagel2018	0.112764905159327	36.2521974758201
PASS_ProstateCancer	0.112426292525091	9.869283615337
PASS_AnorexiaNervosa_Watson2019	0.194662875910088	17.9695828819626
PASS_Glaucoma_Craig2020	0.069561299970901	20.1794438516143
PASS_Myopia_Hysi2020	0.284814985771682	30.1067029161674
PASS_BIP_Mullins2021	0.0765637640816835	32.8028820129894
GBMI_Asthma	0.0283657862282737	19.7621591256417
GBMI_HeartFailure	0.0101196295788003	17.4761347935173
PASS_AlzheimersDisease_Wightman2021	0.00693919114813115	10.2549968656988
PASS_ADHD_Demontis2023	0.103065479511033	25.9036488305546
PASS_CancerEsophageal_Gharahkhani2016	0.204323489015803	8.76491217927897
PASS_CancerLung_McKay2017	0.0793611529122226	11.0042099435478
PASS_CoronaryArteryDisease_Aragam2022	0.0309274905871659	18.3364564693539
PASS_Endometriosis_Rahmioglu2023	0.0172880868531561	13.7560798201451
PASS_GastrointestinalDisease_Donertas2021	0.022835672285813	19.3984669923934
PASS_Insomnia_Watanabe2022	0.0308911106748302	24.9862815218506
PASS_KneeAndOrHipOsteoarthritis_Boer2021	0.0445518981135232	26.2993828486061
PASS_MetabolicSyndrome_VanWalree2022	0.142886521053983	35.3085802143724
PASS_MultipleSclerosis_IMSGC2019	0.120686032095611	15.1146333544259
PASS_Parkinson_Nalls2019	0.0182518439002683	11.4588720499548
PASS_RheumatoidArthritis_Saevarsdottir2022	0.0135284878468379	10.3912750605236
PASS_Schizophrenia_Trubetskoy2022	0.873626587022089	38.8249514748059
PASS_ThumbOsteoarthritis_Boer2021	0.0185078975296803	8.77674338227519
PASS_Type1Diabetes_Chiou2021	0.0314789432491493	9.17665155076598
PASS_Type2Diabetes_Xue2018	0.0548351701618202	19.1141529572404
PASS_VaricoseVeins_Ahmed2022	0.0501625748034611	14.3930824211911
biochemistry_Cholesterol	0.144170326388409	11.8278979503904
biochemistry_Glucose	0.03663993906286	8.12063563638082
biochemistry_HbA1c	0.0919048334527555	13.7646441219006
biochemistry_LDLdirect	0.131429491319864	11.6086110363993
biochemistry_Triglycerides	0.135776562755757	13.2245735951977
blood_EOSINOPHIL_COUNT	0.13853481295279	12.7357458143123
blood_HIGH_LIGHT_SCATTER_RETICULOCYTE_COUNT	0.156918208725202	16.8748637029272
blood_MEAN_CORPUSCULAR_HEMOGLOBIN	0.16272035505637	12.4481907843115
blood_RBC_DISTRIB_WIDTH	0.129754018518385	12.7256236377096
bmi	0.266980428501867	32.0628874787546
body_WHR	0.169535161345308	23.3977616930158
Diastolic_bp	0.192896051639366	26.1123301421275
FEV1_FVC	0.140214041521102	17.6260660986769
height	0.57464349103043	27.1116992612402
SMOKING_STATUS	0.0966984838408399	19.5136774392917
Systolic_bp	0.201020235438524	26.1018664650039
